PrePost,Surveys,u,p
preNpostH:preHpostH,Post_LS_Sum : Post_LS_Sum,23.0,0.6794472647117141
preNpostH:preHpostH,Post_NBS_Sum : Post_NBS_Sum,30.0,0.7678752011432772
preNpostH:preHpostH,Post_BRS_sum : Post_BRS_sum,30.0,0.7676729101141723
preNpostH:preLpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostH:preLpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostH:preLpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostH:preLpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostH:preLpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostH:preLpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostH:preLpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostH:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostH:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostH:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostH:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostH:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostH:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostH:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostH:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostH:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostH:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostH:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostH:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostH:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostH:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostL:preHpostN,Post_PSS_sum : Post_PSS_sum,44.0,0.9010189622160537
preNpostL:preHpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,62.5,0.09890353198022489
preNpostL:preHpostN,Post_ISEL_sum : Post_ISEL_sum,65.5,0.056417486398109486
preNpostL:preHpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,58.0,0.20042374564649457
preNpostL:preHpostN,Post_LS_Sum : Post_LS_Sum,26.5,0.2146364643979225
preNpostL:preHpostN,Post_NBS_Sum : Post_NBS_Sum,49.5,0.5614872841756877
preNpostL:preHpostN,Post_BRS_sum : Post_BRS_sum,40.5,0.9337421521898818
preNpostL:preLpostN,Post_PSS_sum : Post_PSS_sum,16.5,0.854805435691019
preNpostL:preLpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,18.0,0.6480768681391461
preNpostL:preLpostN,Post_ISEL_sum : Post_ISEL_sum,22.0,0.2321232628812202
preNpostL:preLpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,22.0,0.23426713617079375
preNpostL:preLpostN,Post_LS_Sum : Post_LS_Sum,4.0,0.05523425371806383
preNpostL:preLpostN,Post_NBS_Sum : Post_NBS_Sum,14.0,0.9270990616387901
preNpostL:preLpostN,Post_BRS_sum : Post_BRS_sum,23.5,0.14230040238845926
preNpostL:preHpostH,Post_PSS_sum : Post_PSS_sum,16.5,0.8725590308923817
preNpostL:preHpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,26.0,0.22976627046113807
preNpostL:preHpostH,Post_ISEL_sum : Post_ISEL_sum,31.0,0.041965813836852627
preNpostL:preHpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,26.5,0.19860784944113763
preNpostL:preHpostH,Post_LS_Sum : Post_LS_Sum,8.5,0.14882914783929727
preNpostL:preHpostH,Post_NBS_Sum : Post_NBS_Sum,18.5,1.0
preNpostL:preHpostH,Post_BRS_sum : Post_BRS_sum,26.0,0.22649054028251026
preNpostL:preLpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostL:preLpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostL:preLpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostL:preLpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostL:preLpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostL:preLpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostL:preLpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostL:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostL:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostL:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostL:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostL:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostL:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostL:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostL:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostL:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostL:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostL:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostL:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostL:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostL:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preHpostN:preLpostN,Post_PSS_sum : Post_PSS_sum,36.0,0.9628000986470182
preHpostN:preLpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,34.5,1.0
preHpostN:preLpostN,Post_ISEL_sum : Post_ISEL_sum,36.0,0.9628661253551818
preHpostN:preLpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,38.0,0.816645077070768
preHpostN:preLpostN,Post_LS_Sum : Post_LS_Sum,14.0,0.056938170136652914
preHpostN:preLpostN,Post_NBS_Sum : Post_NBS_Sum,30.0,0.6756119727421562
preHpostN:preLpostN,Post_BRS_sum : Post_BRS_sum,54.5,0.07699570567545015
preHpostN:preHpostH,Post_PSS_sum : Post_PSS_sum,31.5,0.4071911016232652
preHpostN:preHpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,40.0,0.9015386266571278
preHpostN:preHpostH,Post_ISEL_sum : Post_ISEL_sum,60.5,0.13497594504718707
preHpostN:preHpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,53.5,0.36390588969358983
preHpostN:preHpostH,Post_LS_Sum : Post_LS_Sum,30.5,0.3628195058757967
preHpostN:preHpostH,Post_NBS_Sum : Post_NBS_Sum,41.0,0.9669181450378552
preHpostN:preHpostH,Post_BRS_sum : Post_BRS_sum,63.0,0.08868592784583919
preHpostN:preLpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostN:preLpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostN:preLpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preHpostN:preLpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preHpostN:preLpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostN:preLpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostN:preLpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preHpostN:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostN:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostN:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preHpostN:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preHpostN:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostN:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostN:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preHpostN:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostN:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostN:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preHpostN:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preHpostN:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostN:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostN:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preLpostN:preHpostH,Post_PSS_sum : Post_PSS_sum,12.0,0.6465757187356533
preLpostN:preHpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,16.0,0.9272644735252321
preLpostN:preHpostH,Post_ISEL_sum : Post_ISEL_sum,18.0,0.6419545825155555
preLpostN:preHpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,18.0,0.6480768681391461
preLpostN:preHpostH,Post_LS_Sum : Post_LS_Sum,16.0,0.9272644735252321
preLpostN:preHpostH,Post_NBS_Sum : Post_NBS_Sum,16.5,0.854805435691019
preLpostN:preHpostH,Post_BRS_sum : Post_BRS_sum,15.0,0.9269325160816494
preLpostN:preLpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostN:preLpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostN:preLpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preLpostN:preLpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preLpostN:preLpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostN:preLpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostN:preLpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preLpostN:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostN:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostN:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preLpostN:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preLpostN:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostN:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostN:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preLpostN:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostN:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostN:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preLpostN:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preLpostN:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostN:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostN:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preHpostH:preLpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostH:preLpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostH:preLpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preHpostH:preLpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preHpostH:preLpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostH:preLpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostH:preLpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preHpostH:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostH:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostH:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preHpostH:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preHpostH:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostH:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostH:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preHpostH:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostH:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostH:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preHpostH:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preHpostH:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostH:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostH:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preLpostL:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preLpostL:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preLpostL:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preLpostL:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preLpostH:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preLpostH:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
